static 'static'	 [StartOfLine]	Loc=<./tmp/code_9.c:1:1>
identifier 'dts'		Loc=<./tmp/code_9.c:155:25>
equal '='	 [LeadingSpace]	Loc=<./tmp/code_9.c:155:29>
minus '-'	 [LeadingSpace]	Loc=<./tmp/code_9.c:155:31>
numeric_constant '1'		Loc=<./tmp/code_9.c:155:32>
semi ';'		Loc=<./tmp/code_9.c:155:33>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:157:5>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:163:5>
l_paren '('	 [LeadingSpace]	Loc=<./tmp/code_9.c:163:8>
identifier 'avctx'		Loc=<./tmp/code_9.c:163:9>
arrow '->'		Loc=<./tmp/code_9.c:163:14>
identifier 'flags'		Loc=<./tmp/code_9.c:163:16>
amp '&'	 [LeadingSpace]	Loc=<./tmp/code_9.c:163:22>
identifier 'CODEC_FLAG_QSCALE'	 [LeadingSpace]	Loc=<./tmp/code_9.c:163:24>
r_paren ')'		Loc=<./tmp/code_9.c:163:41>
l_brace '{'	 [LeadingSpace]	Loc=<./tmp/code_9.c:163:43>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:165:9>
l_paren '('	 [LeadingSpace]	Loc=<./tmp/code_9.c:165:12>
exclaim '!'		Loc=<./tmp/code_9.c:165:13>
identifier 'avctx'		Loc=<./tmp/code_9.c:165:14>
arrow '->'		Loc=<./tmp/code_9.c:165:19>
identifier 'global_quality'		Loc=<./tmp/code_9.c:165:21>
r_paren ')'		Loc=<./tmp/code_9.c:165:35>
l_brace '{'	 [LeadingSpace]	Loc=<./tmp/code_9.c:165:37>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:169:13>
l_paren '('		Loc=<./tmp/code_9.c:169:45>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:169:46>
arrow '->'		Loc=<./tmp/code_9.c:169:60>
identifier 'encoder'		Loc=<./tmp/code_9.c:169:62>
comma ','		Loc=<./tmp/code_9.c:169:69>
string_literal '"rate_control"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:171:46>
comma ','		Loc=<./tmp/code_9.c:171:60>
identifier 'SCHRO_ENCODER_RATE_CONTROL_LOSSLESS'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:173:46>
r_paren ')'		Loc=<./tmp/code_9.c:173:81>
semi ';'		Loc=<./tmp/code_9.c:173:82>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:175:9>
else 'else'	 [LeadingSpace]	Loc=<./tmp/code_9.c:175:11>
l_brace '{'	 [LeadingSpace]	Loc=<./tmp/code_9.c:175:16>
int 'int'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:177:13>
identifier 'quality'	 [LeadingSpace]	Loc=<./tmp/code_9.c:177:17>
semi ';'		Loc=<./tmp/code_9.c:177:24>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:179:13>
l_paren '('		Loc=<./tmp/code_9.c:179:45>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:179:46>
arrow '->'		Loc=<./tmp/code_9.c:179:60>
identifier 'encoder'		Loc=<./tmp/code_9.c:179:62>
comma ','		Loc=<./tmp/code_9.c:179:69>
string_literal '"rate_control"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:181:46>
comma ','		Loc=<./tmp/code_9.c:181:60>
identifier 'SCHRO_ENCODER_RATE_CONTROL_CONSTANT_QUALITY'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:183:46>
r_paren ')'		Loc=<./tmp/code_9.c:183:89>
semi ';'		Loc=<./tmp/code_9.c:183:90>
identifier 'quality'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:187:13>
equal '='	 [LeadingSpace]	Loc=<./tmp/code_9.c:187:21>
identifier 'avctx'	 [LeadingSpace]	Loc=<./tmp/code_9.c:187:23>
arrow '->'		Loc=<./tmp/code_9.c:187:28>
identifier 'global_quality'		Loc=<./tmp/code_9.c:187:30>
slash '/'	 [LeadingSpace]	Loc=<./tmp/code_9.c:187:45>
identifier 'FF_QP2LAMBDA'	 [LeadingSpace]	Loc=<./tmp/code_9.c:187:47>
semi ';'		Loc=<./tmp/code_9.c:187:59>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:189:13>
l_paren '('	 [LeadingSpace]	Loc=<./tmp/code_9.c:189:16>
identifier 'quality'		Loc=<./tmp/code_9.c:189:17>
greater '>'	 [LeadingSpace]	Loc=<./tmp/code_9.c:189:25>
numeric_constant '10'	 [LeadingSpace]	Loc=<./tmp/code_9.c:189:27>
r_paren ')'		Loc=<./tmp/code_9.c:189:29>
identifier 'quality'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:191:17>
equal '='	 [LeadingSpace]	Loc=<./tmp/code_9.c:191:25>
numeric_constant '10'	 [LeadingSpace]	Loc=<./tmp/code_9.c:191:27>
semi ';'		Loc=<./tmp/code_9.c:191:29>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:193:13>
l_paren '('		Loc=<./tmp/code_9.c:193:45>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:193:46>
arrow '->'		Loc=<./tmp/code_9.c:193:60>
identifier 'encoder'		Loc=<./tmp/code_9.c:193:62>
comma ','		Loc=<./tmp/code_9.c:193:69>
string_literal '"quality"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:195:46>
comma ','		Loc=<./tmp/code_9.c:195:55>
identifier 'quality'	 [LeadingSpace]	Loc=<./tmp/code_9.c:195:57>
r_paren ')'		Loc=<./tmp/code_9.c:195:64>
semi ';'		Loc=<./tmp/code_9.c:195:65>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:197:9>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:199:5>
else 'else'	 [LeadingSpace]	Loc=<./tmp/code_9.c:199:7>
l_brace '{'	 [LeadingSpace]	Loc=<./tmp/code_9.c:199:12>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:201:9>
l_paren '('		Loc=<./tmp/code_9.c:201:41>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:201:42>
arrow '->'		Loc=<./tmp/code_9.c:201:56>
identifier 'encoder'		Loc=<./tmp/code_9.c:201:58>
comma ','		Loc=<./tmp/code_9.c:201:65>
string_literal '"rate_control"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:203:42>
comma ','		Loc=<./tmp/code_9.c:203:56>
identifier 'SCHRO_ENCODER_RATE_CONTROL_CONSTANT_BITRATE'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:205:42>
r_paren ')'		Loc=<./tmp/code_9.c:205:85>
semi ';'		Loc=<./tmp/code_9.c:205:86>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:209:9>
l_paren '('		Loc=<./tmp/code_9.c:209:41>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:209:42>
arrow '->'		Loc=<./tmp/code_9.c:209:56>
identifier 'encoder'		Loc=<./tmp/code_9.c:209:58>
comma ','		Loc=<./tmp/code_9.c:209:65>
string_literal '"bitrate"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:211:42>
comma ','		Loc=<./tmp/code_9.c:211:51>
identifier 'avctx'	 [LeadingSpace]	Loc=<./tmp/code_9.c:211:53>
arrow '->'		Loc=<./tmp/code_9.c:211:58>
identifier 'bit_rate'		Loc=<./tmp/code_9.c:211:60>
r_paren ')'		Loc=<./tmp/code_9.c:211:68>
semi ';'		Loc=<./tmp/code_9.c:211:69>
r_brace '}'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:213:5>
if 'if'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:217:5>
l_paren '('	 [LeadingSpace]	Loc=<./tmp/code_9.c:217:8>
identifier 'avctx'		Loc=<./tmp/code_9.c:217:9>
arrow '->'		Loc=<./tmp/code_9.c:217:14>
identifier 'flags'		Loc=<./tmp/code_9.c:217:16>
amp '&'	 [LeadingSpace]	Loc=<./tmp/code_9.c:217:22>
identifier 'CODEC_FLAG_INTERLACED_ME'	 [LeadingSpace]	Loc=<./tmp/code_9.c:217:24>
r_paren ')'		Loc=<./tmp/code_9.c:217:48>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:223:9>
l_paren '('		Loc=<./tmp/code_9.c:223:41>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:223:42>
arrow '->'		Loc=<./tmp/code_9.c:223:56>
identifier 'encoder'		Loc=<./tmp/code_9.c:223:58>
comma ','		Loc=<./tmp/code_9.c:223:65>
string_literal '"interlaced_coding"'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:225:42>
comma ','		Loc=<./tmp/code_9.c:225:61>
numeric_constant '1'	 [LeadingSpace]	Loc=<./tmp/code_9.c:225:63>
r_paren ')'		Loc=<./tmp/code_9.c:225:64>
semi ';'		Loc=<./tmp/code_9.c:225:65>
identifier 'schro_encoder_setting_set_double'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:229:5>
l_paren '('		Loc=<./tmp/code_9.c:229:37>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:229:38>
arrow '->'		Loc=<./tmp/code_9.c:229:52>
identifier 'encoder'		Loc=<./tmp/code_9.c:229:54>
comma ','		Loc=<./tmp/code_9.c:229:61>
string_literal '"open_gop"'	 [LeadingSpace]	Loc=<./tmp/code_9.c:229:63>
comma ','		Loc=<./tmp/code_9.c:229:73>
exclaim '!'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:231:38>
l_paren '('		Loc=<./tmp/code_9.c:231:39>
identifier 'avctx'		Loc=<./tmp/code_9.c:231:40>
arrow '->'		Loc=<./tmp/code_9.c:231:45>
identifier 'flags'		Loc=<./tmp/code_9.c:231:47>
amp '&'	 [LeadingSpace]	Loc=<./tmp/code_9.c:231:53>
identifier 'CODEC_FLAG_CLOSED_GOP'	 [LeadingSpace]	Loc=<./tmp/code_9.c:231:55>
r_paren ')'		Loc=<./tmp/code_9.c:231:76>
r_paren ')'		Loc=<./tmp/code_9.c:231:77>
semi ';'		Loc=<./tmp/code_9.c:231:78>
identifier 'schro_video_format_set_std_signal_range'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:239:5>
l_paren '('		Loc=<./tmp/code_9.c:239:44>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:239:45>
arrow '->'		Loc=<./tmp/code_9.c:239:59>
identifier 'format'		Loc=<./tmp/code_9.c:239:61>
comma ','		Loc=<./tmp/code_9.c:239:67>
identifier 'SCHRO_SIGNAL_RANGE_8BIT_VIDEO'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:241:45>
r_paren ')'		Loc=<./tmp/code_9.c:241:74>
semi ';'		Loc=<./tmp/code_9.c:241:75>
identifier 'schro_encoder_set_video_format'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:247:5>
l_paren '('		Loc=<./tmp/code_9.c:247:35>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:247:36>
arrow '->'		Loc=<./tmp/code_9.c:247:50>
identifier 'encoder'		Loc=<./tmp/code_9.c:247:52>
comma ','		Loc=<./tmp/code_9.c:247:59>
identifier 'p_schro_params'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:249:36>
arrow '->'		Loc=<./tmp/code_9.c:249:50>
identifier 'format'		Loc=<./tmp/code_9.c:249:52>
r_paren ')'		Loc=<./tmp/code_9.c:249:58>
semi ';'		Loc=<./tmp/code_9.c:249:59>
identifier 'schro_debug_set_level'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:255:5>
l_paren '('		Loc=<./tmp/code_9.c:255:26>
identifier 'avctx'		Loc=<./tmp/code_9.c:255:27>
arrow '->'		Loc=<./tmp/code_9.c:255:32>
identifier 'debug'		Loc=<./tmp/code_9.c:255:34>
r_paren ')'		Loc=<./tmp/code_9.c:255:39>
semi ';'		Loc=<./tmp/code_9.c:255:40>
identifier 'schro_encoder_start'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:259:5>
l_paren '('		Loc=<./tmp/code_9.c:259:24>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:259:25>
arrow '->'		Loc=<./tmp/code_9.c:259:39>
identifier 'encoder'		Loc=<./tmp/code_9.c:259:41>
r_paren ')'		Loc=<./tmp/code_9.c:259:48>
semi ';'		Loc=<./tmp/code_9.c:259:49>
identifier 'ff_schro_queue_init'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:265:5>
l_paren '('		Loc=<./tmp/code_9.c:265:24>
amp '&'		Loc=<./tmp/code_9.c:265:25>
identifier 'p_schro_params'		Loc=<./tmp/code_9.c:265:26>
arrow '->'		Loc=<./tmp/code_9.c:265:40>
identifier 'enc_frame_queue'		Loc=<./tmp/code_9.c:265:42>
r_paren ')'		Loc=<./tmp/code_9.c:265:57>
semi ';'		Loc=<./tmp/code_9.c:265:58>
return 'return'	 [StartOfLine] [LeadingSpace]	Loc=<./tmp/code_9.c:267:5>
numeric_constant '0'	 [LeadingSpace]	Loc=<./tmp/code_9.c:267:12>
semi ';'		Loc=<./tmp/code_9.c:267:13>
r_brace '}'	 [StartOfLine]	Loc=<./tmp/code_9.c:269:1>
eof ''		Loc=<./tmp/code_9.c:269:2>
